no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
1494,อิออน ธนสินทรัพย์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,AEON The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1496,ไทยประกันชีวิต เดอะมอลล์ไลฟ์สโตร์ บางแค,THAI LIFE INSURANCE The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1522,ธนาคารอาคารสงเคราะห์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Government Housing Bank (GHB) The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1554,ธนาคารกรุงเทพ จำกัด เดอะมอลล์ โคราช,Bangkok Bank (BBL) The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1573,ธนาคารกรุงเทพ จำกัด เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Bangkok Bank (BBL) The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1591,ธนาคารกรุงไทย เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Krung Thai Bank (KTB) The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1613,ธนาคารกรุงไทย เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,Krung Thai Bank (KTB) The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1627,ธนาคารเกียรตินาคินภัทร เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,Kiatnakin Phatra Bank (KKP) The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1664,เฟิร์สช้อยส์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,First Choice The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1670,วิริยะประกันภัย เดอะมอลล์ โคราช,The Viriyah Insurance The Mall Korat,B,เดอะมอลล์ โคราช,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1683,เฟิร์สช้อยส์ เดอะมอลล์ โคราช,First Choice The Mall Korat,B,เดอะมอลล์ โคราช,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1701,ธนาคารออมสิน เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,Government Savings Bank (GSB) The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1747,หลักทรัพย์บัวหลวง เดอะมอลล์ไลฟ์สโตร์ บางแค,Bualuang Securities The Mall Lifestore Bangkae,6,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1752,ธนาคารกรุงไทย เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Krung Thai Bank (KTB) The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1799,บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน เดอะมอลล์ไลฟ์สโตร์ บางแค,UOB Kay Hian The Mall Lifestore Bangkae,,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1806,เมืองไทยประกันชีวิต เดอะมอลล์ โคราช,Muang Thai Life Assurance The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1816,ธนาคารทหารไทยธนชาต เดอะมอลล์ไลฟ์สโตร์ บางแค,TMB Thanachart Bank (TTB) The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1830,ธนาคารทิสโก้ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Tisco The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1857,อิออน ธนสินทรัพย์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,AEON The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1933,ธนาคารกรุงศรีอยุธยา เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Bank Of Ayudhya (BAY) The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1947,ธนาคารทิสโก้ เดอะมอลล์ไลฟ์สโตร์ บางแค,Tisco The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1963,ธนาคาร ซีไอเอ็มบี ไทย เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,CIMB Thai The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1970,ธนาคารอาคารสงเคราะห์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Government Housing Bank (GHB) The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1993,ธนาคารกรุงศรีอยุธยา เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,Bank Of Ayudhya (BAY) The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1994,ธนาคารทิสโก้ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Tisco The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2014,ธนาคารทหารไทยธนชาต เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,TMB Thanachart Bank (TTB) The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2042,ธนาคารกสิกรไทย เดอะมอลล์ โคราช,Kasikorn Bank (KBank) The Mall Korat,B,เดอะมอลล์ โคราช,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2055,วิริยะประกันภัย เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Viriyah Insurance The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2056,ธนาคารกรุงเทพ จำกัด เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Bangkok Bank (BBL) The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2071,อิออน ธนสินทรัพย์ เดอะมอลล์ไลฟ์สโตร์ บางแค,AEON The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2113,ธนาคารกรุงไทย เดอะมอลล์ไลฟ์สโตร์ บางแค,Krung Thai Bank (KTB) The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2123,ธนาคารออมสิน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Government Savings Bank (GSB) The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2126,บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ (ประเทศไทย) จำกัด เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,DBS Vickers Securities The Mall Lifestore Bangkapi,,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2133,ธนาคารไทยพาณิชย์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Siam Commercial Bank (SCB) The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2143,เมืองไทยประกันชีวิต เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Muang Thai Life Assurance The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2160,ธนาคารยูโอบี เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,UOB The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2184,ธนาคารไทยเครดิต เพื่อรายย่อย เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Thai Credit Retail Bank (TCR) The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2202,ธนาคารกรุงศรีอยุธยา เดอะมอลล์ โคราช,Bank Of Ayudhya (BAY) The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2212,ยูโอบี เอ็กซ์เพลส เดอะมอลล์ไลฟ์สโตร์ บางแค,UOB Xpress The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2244,ธนาคารแลนด์ แอนด์ เฮ้าส์ เดอะมอลล์ไลฟ์สโตร์ บางแค,LAND AND HOUSES BANK (LH) The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2,เดอะทัช คลินิก เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,THE TOUCH CLINIC The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
9,วี สแควร์ คลินิก เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,V SQUARE CLINIC The Mall Lifestore Ngamwongwan,6,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
19,เดอะเซโฟร่า คลินิกเวชกรรม เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,THE SEPHORA CLINIC The Mall Lifestore Ngamwongwan,11,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
27,เอทัว คลินิก เดอะมอลล์ไลฟ์สโตร์ บางแค,ETOILE CLINIC The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
51,แพน คลินิก เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,PAN CLINIC The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
72,พรเกษมคลินิก เดอะมอลล์ โคราช,PORNKASEM CLINIC The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
225,เดิร์มแคร์ คลินิก เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,DERMCARE CLINIC The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
